[(1,'https://s-media-cache-ak0.pinimg.com/736x/7e/f2/6e/7ef26ecdbb37c83ace1ec3b2472688e6.jpg','https://www.pinterest.com/pin/189714203028631549','189714203028631549','faux floor tile'),
(64,'http://versehead.com/wp-content/uploads/furniture-stunning-white-faux-sheepskin-rug-with-ash-wood-tile-floor-for-pet-faux-sheepskin-rug-design-magnificent-faux-sheepskin-rug.JPG','http://versehead.com/magnificent-faux-sheepskin-rug/stunning-white-faux-sheepskin-rug-with-ash-wood-tile-floor-for-pet-faux-sheepskin-rug-design','stunning white faux sheepskin rug with ash wood tile floor for pet faux sheepskin rug design','faux floor tile'),
(65,'http://moocva.com/wp-content/uploads/2014/08/furniture-ceramic-floor-tile-that-looks-like-wood-gabriels-good-tidings-my-awesome-tile-that-looks-like-wood.jpg','http://imgkid.com/tile-flooring-that-looks-like-wood.shtml','tile flooring that looks like wood.shtml','faux floor tile'),
(66,'http://server1.oghhk.com/images/minnesotaregroutandtile.com/wp-content/uploads/2011/04/shower-mosaic-floor.jpg','http://oghhk.com/floor-shower-bathroom-glass-tile-gallery/24/frameless-glass-shower-faux-wood-tiles-floor-blue-subway-tile','frameless glass shower faux wood tiles floor blue subway tile','faux floor tile'),
(67,'http://www.4men1lady.com/wp-content/uploads/2014/02/IMG_9355-682x1024.jpg','http://www.4men1lady.com/basement-family-room-reveal','basement family room reveal','faux floor tile'),
(68,'http://4.bp.blogspot.com/-TyRuGW_QrvQ/T7nChpSWh5I/AAAAAAAAAC0/y0p_z8ZfKZg/s1600/DSCF1248.JPG','http://handymaam-karen-egan.blogspot.com/2012/05/i-cant-believe-its-not-tile.html','i cant believe its not tile.html','faux floor tile'),
(69,'http://g02.s.alicdn.com/kf/HTB1t5d2FXXXXXb3bpXXq6xXFXXXC/220641562/HTB1t5d2FXXXXXb3bpXXq6xXFXXXC.jpg','http://www.alibaba.com/product-detail/faux-brick-panels-salt-and-pepper_1902174676.html','faux brick panels salt and pepper_1902174676.html','faux floor tile'),
(70,'http://interiordesignable.com/wp-content/uploads/2014/01/kitchen-floor-tile-ideas-uk.jpg','http://interiordesignable.com/beautiful-christmas-wall-stickers-for-room-decoration','beautiful christmas wall stickers for room decoration','faux floor tile'),
(71,'http://playamart.files.wordpress.com/2011/12/concrete-floor-andean-rugs-and-faux-tile1.jpg','http://elaralehy.500mb.net/concrete-design-floor-paint-rug.php','concrete design floor paint rug.php','faux floor tile'),
(72,'http://www.decorhomes.pics/wp-content/uploads/2014/12/ceramic-floor-tile-looks-like-wood-best-wood-flooring-design-ideas-wood-tile-flooring-patterns.jpg','http://imgkid.com/floor-tiles-that-look-like-wood.shtml','floor tiles that look like wood.shtml','faux floor tile'),
(73,'http://versehead.com/wp-content/uploads/furniture-fantastic-white-faux-sheepskin-rug-with-basalt-stone-tile-floor-also-white-tufted-seat-microfiber-seat-chair-magnificent-faux-sheepskin-rug.jpg','http://versehead.com/magnificent-faux-sheepskin-rug/fantastic-white-faux-sheepskin-rug-with-basalt-stone-tile-floor-also-white-tufted-seat-microfiber-seat-chair','fantastic white faux sheepskin rug with basalt stone tile floor also white tufted seat microfiber seat chair','faux floor tile'),
(74,'https://s-media-cache-ak0.pinimg.com/736x/73/c9/f2/73c9f2f889daf358befbb397300d99aa.jpg','https://www.pinterest.com/pin/38069559322530921','38069559322530921','faux floor tile'),
(75,'http://2.bp.blogspot.com/_mkhr2QhC7yA/RkvaPq8WahI/AAAAAAAAArA/uLTVMqbPez8/s1600-h/Stencil%252BSamples.JPG','http://howsrobb.blogspot.com/2007/05/how-to-create-faux-tile-floor.html','how to create faux tile floor.html','faux floor tile'),
(76,'http://www.housedecorin.com/photostock/exclusive-bathroom-floor-tile-ideas.jpg','http://www.housedecorin.com/inspiration/faux/faux-tin-tile-backsplash','faux tin tile backsplash','faux floor tile'),
